time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-24 00:00:00+00:00,123.0,6.0,263,19
2025-01-25 00:00:00+00:00,1.0,1.0,20,10
2025-01-26 00:00:00+00:00,,,4,2
2025-01-27 00:00:00+00:00,113.0,5.0,269,9
2025-01-28 00:00:00+00:00,,,50,11
2025-01-29 00:00:00+00:00,37.0,3.0,84,9
2025-01-30 00:00:00+00:00,41.0,2.0,166,8
2025-01-31 00:00:00+00:00,14.0,2.0,118,15
2025-02-01 00:00:00+00:00,1.0,1.0,13,2
2025-02-02 00:00:00+00:00,2.0,1.0,11,6
2025-02-03 00:00:00+00:00,3.0,3.0,97,9
2025-02-04 00:00:00+00:00,32.0,6.0,58,13
2025-02-05 00:00:00+00:00,53.0,5.0,51,11
2025-02-06 00:00:00+00:00,38.0,4.0,115,9
