time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-27 00:00:00+00:00,58.0,5.0,151,10
2024-08-28 00:00:00+00:00,72.0,2.0,97,13
2024-08-29 00:00:00+00:00,4.0,3.0,65,6
2024-08-30 00:00:00+00:00,12.0,2.0,29,5
2024-08-31 00:00:00+00:00,,,8,4
2024-09-01 00:00:00+00:00,,,19,5
2024-09-02 00:00:00+00:00,1.0,1.0,42,4
2024-09-03 00:00:00+00:00,,,111,7
2024-09-04 00:00:00+00:00,52.0,4.0,39,8
2024-09-05 00:00:00+00:00,1.0,1.0,97,5
2024-09-06 00:00:00+00:00,14.0,3.0,50,7
2024-09-07 00:00:00+00:00,,,2,2
2024-09-08 00:00:00+00:00,2.0,1.0,7,2
2024-09-09 00:00:00+00:00,15.0,2.0,113,13
