time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-06 00:00:00+00:00,14,4,60.0,8.0
2025-06-07 00:00:00+00:00,4,4,1.0,1.0
2025-06-08 00:00:00+00:00,1,1,,
2025-06-09 00:00:00+00:00,53,5,142.0,7.0
2025-06-10 00:00:00+00:00,11,2,44.0,8.0
2025-06-11 00:00:00+00:00,36,6,107.0,8.0
2025-06-12 00:00:00+00:00,26,8,58.0,8.0
2025-06-13 00:00:00+00:00,349,13,337.0,8.0
2025-06-14 00:00:00+00:00,13,3,12.0,3.0
2025-06-15 00:00:00+00:00,3,3,,
2025-06-16 00:00:00+00:00,17,4,221.0,10.0
2025-06-17 00:00:00+00:00,62,4,133.0,9.0
2025-06-18 00:00:00+00:00,33,9,98.0,4.0
2025-06-19 00:00:00+00:00,1,1,18.0,5.0
