time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-28 00:00:00+00:00,155,6,333,18
2024-03-29 00:00:00+00:00,78,4,255,11
2024-03-30 00:00:00+00:00,2,2,18,4
2024-03-31 00:00:00+00:00,1,1,63,4
2024-04-01 00:00:00+00:00,231,7,570,18
2024-04-02 00:00:00+00:00,65,4,288,17
2024-04-03 00:00:00+00:00,112,3,231,10
2024-04-04 00:00:00+00:00,42,5,186,15
2024-04-05 00:00:00+00:00,90,5,192,12
2024-04-06 00:00:00+00:00,2,2,19,8
2024-04-07 00:00:00+00:00,2,1,23,5
2024-04-08 00:00:00+00:00,13,6,64,12
2024-04-09 00:00:00+00:00,2,1,93,7
2024-04-10 00:00:00+00:00,8,3,56,5
