time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,25,22,2,2
2026-07-13 00:00:00+00:00,9714,22,23,8
2026-07-14 00:00:00+00:00,57,21,8,5
2026-07-15 00:00:00+00:00,46,18,16,6
2026-07-16 00:00:00+00:00,123,17,60,4
2026-07-17 00:00:00+00:00,51,15,4,3
2026-07-18 00:00:00+00:00,22,9,14,7
2026-07-19 00:00:00+00:00,19,6,15,11
2026-07-20 00:00:00+00:00,219,12,55,7
2026-07-21 00:00:00+00:00,15,4,28,5
2026-07-22 00:00:00+00:00,92,22,25,7
2026-07-23 00:00:00+00:00,207,47,39,12
2026-07-24 00:00:00+00:00,104,39,7,3
2026-07-25 00:00:00+00:00,96,46,6,6
