time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,38.0,6.0,85,8
2025-07-08 00:00:00+00:00,3.0,3.0,50,8
2025-07-09 00:00:00+00:00,35.0,4.0,57,6
2025-07-10 00:00:00+00:00,11.0,2.0,68,7
2025-07-11 00:00:00+00:00,42.0,9.0,53,9
2025-07-12 00:00:00+00:00,6.0,4.0,2,1
2025-07-13 00:00:00+00:00,,,5,1
2025-07-14 00:00:00+00:00,75.0,7.0,145,11
2025-07-15 00:00:00+00:00,13.0,3.0,92,7
2025-07-16 00:00:00+00:00,79.0,8.0,112,9
2025-07-17 00:00:00+00:00,,,11,6
2025-07-18 00:00:00+00:00,1.0,1.0,41,9
2025-07-19 00:00:00+00:00,3.0,3.0,4,2
2025-07-20 00:00:00+00:00,2.0,1.0,10,3
