time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-12 00:00:00+00:00,,,6,3
2023-05-13 00:00:00+00:00,9.0,3.0,9,1
2023-05-15 00:00:00+00:00,52.0,2.0,145,6
2023-05-16 00:00:00+00:00,8.0,2.0,64,9
2023-05-17 00:00:00+00:00,69.0,7.0,184,8
2023-05-18 00:00:00+00:00,16.0,2.0,109,8
2023-05-19 00:00:00+00:00,17.0,2.0,52,4
2023-05-20 00:00:00+00:00,29.0,5.0,43,4
2023-05-21 00:00:00+00:00,51.0,14.0,47,3
2023-05-22 00:00:00+00:00,35.0,5.0,33,4
2023-05-23 00:00:00+00:00,44.0,3.0,37,5
2023-05-24 00:00:00+00:00,25.0,2.0,100,8
2023-05-25 00:00:00+00:00,57.0,2.0,185,9
