time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-20 00:00:00+00:00,60.0,2.0,50,9
2024-08-21 00:00:00+00:00,25.0,3.0,64,6
2024-08-22 00:00:00+00:00,,,77,8
2024-08-23 00:00:00+00:00,36.0,2.0,29,7
2024-08-24 00:00:00+00:00,,,35,5
2024-08-25 00:00:00+00:00,,,22,8
2024-08-26 00:00:00+00:00,36.0,2.0,161,11
2024-08-27 00:00:00+00:00,58.0,5.0,151,10
2024-08-28 00:00:00+00:00,72.0,2.0,97,13
2024-08-29 00:00:00+00:00,4.0,3.0,65,6
2024-08-30 00:00:00+00:00,12.0,2.0,29,5
2024-08-31 00:00:00+00:00,,,8,4
2024-09-01 00:00:00+00:00,,,19,5
2024-09-02 00:00:00+00:00,1.0,1.0,42,4
