time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-03 00:00:00+00:00,3,3,16,10
2026-01-04 00:00:00+00:00,5,4,43,6
2026-01-05 00:00:00+00:00,3,2,128,12
2026-01-06 00:00:00+00:00,139,24,11,8
2026-01-07 00:00:00+00:00,3,3,23,11
2026-01-08 00:00:00+00:00,138,25,12,4
2026-01-09 00:00:00+00:00,107,26,180,13
2026-01-10 00:00:00+00:00,3,2,38,8
2026-01-11 00:00:00+00:00,3,3,46,7
2026-01-12 00:00:00+00:00,62,6,189,11
2026-01-13 00:00:00+00:00,154,37,172,18
2026-01-14 00:00:00+00:00,8,6,174,11
2026-01-15 00:00:00+00:00,14,3,98,16
2026-01-16 00:00:00+00:00,39,3,125,17
