time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-06 00:00:00+00:00,44,9,143,23
2026-02-07 00:00:00+00:00,5,5,14,8
2026-02-08 00:00:00+00:00,7,7,38,10
2026-02-09 00:00:00+00:00,5,4,105,15
2026-02-10 00:00:00+00:00,84,10,64,16
2026-02-11 00:00:00+00:00,122,14,116,9
2026-02-12 00:00:00+00:00,324,11,104,10
2026-02-13 00:00:00+00:00,74,8,36,6
2026-02-14 00:00:00+00:00,5,2,13,7
2026-02-15 00:00:00+00:00,6,3,32,12
2026-02-16 00:00:00+00:00,5,5,24,9
2026-02-17 00:00:00+00:00,49,18,100,16
2026-02-18 00:00:00+00:00,94,12,66,15
2026-02-19 00:00:00+00:00,92,26,232,19
