time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-12 00:00:00+00:00,3.0,2.0,16,3
2023-11-13 00:00:00+00:00,2.0,2.0,36,2
2023-11-14 00:00:00+00:00,1.0,1.0,39,4
2023-11-15 00:00:00+00:00,10.0,3.0,27,4
2023-11-16 00:00:00+00:00,2.0,1.0,34,4
2023-11-17 00:00:00+00:00,,,115,10
2023-11-18 00:00:00+00:00,1.0,1.0,2,1
2023-11-19 00:00:00+00:00,1.0,1.0,1,1
2023-11-20 00:00:00+00:00,51.0,4.0,76,7
2023-11-21 00:00:00+00:00,96.0,6.0,69,8
2023-11-22 00:00:00+00:00,11.0,4.0,51,8
2023-11-23 00:00:00+00:00,5.0,3.0,57,5
2023-11-24 00:00:00+00:00,16.0,5.0,73,7
2023-11-25 00:00:00+00:00,1.0,1.0,81,3
