time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-08 00:00:00+00:00,24,20,209,20
2026-03-09 00:00:00+00:00,121,62,108,20
2026-03-10 00:00:00+00:00,125,55,157,22
2026-03-11 00:00:00+00:00,118,10,148,14
2026-03-12 00:00:00+00:00,57,42,115,16
2026-03-13 00:00:00+00:00,181,44,170,15
2026-03-14 00:00:00+00:00,110,28,138,18
2026-03-15 00:00:00+00:00,258,72,131,13
2026-03-16 00:00:00+00:00,109,22,171,17
2026-03-17 00:00:00+00:00,155,29,287,17
2026-03-18 00:00:00+00:00,117,27,432,16
2026-03-19 00:00:00+00:00,102,20,361,16
2026-03-20 00:00:00+00:00,78,18,354,16
2026-03-21 00:00:00+00:00,56,18,272,13
