time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-15 00:00:00+00:00,2.0,2.0,52,11
2025-04-16 00:00:00+00:00,,,12,7
2025-04-17 00:00:00+00:00,,,17,8
2025-04-18 00:00:00+00:00,,,21,8
2025-04-19 00:00:00+00:00,,,14,6
2025-04-20 00:00:00+00:00,1.0,1.0,2,2
2025-04-21 00:00:00+00:00,,,33,7
2025-04-22 00:00:00+00:00,,,12,3
2025-04-23 00:00:00+00:00,2.0,2.0,33,5
2025-04-24 00:00:00+00:00,22.0,5.0,106,12
2025-04-25 00:00:00+00:00,92.0,6.0,64,7
2025-04-26 00:00:00+00:00,2.0,2.0,1,1
2025-04-27 00:00:00+00:00,,,2,1
2025-04-28 00:00:00+00:00,38.0,8.0,53,6
